TF gene,PBM filename,TF tested in PBM,AA identity,More info,OLS CV accuracy
"FOXC2","Homo_sapiens|M01018_1.94d|Barrera2016|FOXC1_S82T_R1","FOXC1",96,"Inferred - FOXC1 (96% AA Identity, Homo sapiens)",0.212607
"FOXC2","Mus_musculus|M01046_1.94d|Badis09|Foxl1_2809.2=v1","Foxl1",80,"Inferred - Foxl1 (80% AA Identity, Mus musculus)",0.322533
"FOXD3","Mus_musculus|M01039_1.94d|DREAM_contest|1424","Foxc2",70,"Inferred - Foxc2 (70% AA Identity, Mus musculus)",0.559776
"FOXE1","Mus_musculus|M01046_1.94d|Badis09|Foxl1_2809.2=v1","Foxl1",70,"Inferred - Foxl1 (70% AA Identity, Mus musculus)",0.322533
"FOXG1","Mus_musculus|M01029_1.94d|DREAM_contest|1970","Foxg1",100,"Inferred - Foxg1 (100% AA Identity, Mus musculus)",0.4544
"FOXG1","Homo_sapiens|M01022_1.94d|Zoo_01|761","FOXG1",100,"Direct",0.437041
"FOXG1","Oryzias_latipes|M01047_1.94d|Zoo_01|3187","foxg1a",88,"Inferred - foxg1a (88% AA Identity, Oryzias latipes)",0.42763
"FOXG1","Caenorhabditis_briggsae|M01008_1.94d|Zoo_01|3192","Cbr-fkh-2",77,"Inferred - Cbr-fkh-2 (77% AA Identity, Caenorhabditis briggsae)",0.459752
"FOXJ1","Mus_musculus|M01034_1.94d|Badis09|Foxj1_3125.2=v1","Foxj1",100,"Inferred - Foxj1 (100% AA Identity, Mus musculus)",0.416556
"FOXJ2","Mus_musculus|M01027_1.94d|DREAM_contest|1402","Foxj2",100,"Inferred - Foxj2 (100% AA Identity, Mus musculus)",0.591869
"FOXJ2","Mus_musculus|M01028_1.94d|Zoo_01|7670","Foxj2",94,"Inferred - Foxj2 (94% AA Identity, Mus musculus)",0.453137
"FOXJ2","Mus_musculus|M01032_1.94d|Badis09|Foxj3_0982.2=v2","Foxj3",77,"Inferred - Foxj3 (77% AA Identity, Mus musculus)",0.374463
"FOXJ2","Strongylocentrotus_purpuratus|M01055_1.94d|Zoo_01|3010","SPU_007644",74,"Inferred - SPU_007644 (74% AA Identity, Strongylocentrotus purpuratus)",0.705854
"FOXJ3","Mus_musculus|M01033_1.94d|Zoo_01|7250","Foxj3",98,"Inferred - Foxj3 (98% AA Identity, Mus musculus)",0.545352
"FOXJ3","Mus_musculus|M01032_1.94d|Badis09|Foxj3_0982.2=v2","Foxj3",98,"Inferred - Foxj3 (98% AA Identity, Mus musculus)",0.374463
"FOXJ3","Strongylocentrotus_purpuratus|M01055_1.94d|Zoo_01|3010","SPU_007644",86,"Inferred - SPU_007644 (86% AA Identity, Strongylocentrotus purpuratus)",0.705854
"FOXJ3","Mus_musculus|M01028_1.94d|Zoo_01|7670","Foxj2",77,"Inferred - Foxj2 (77% AA Identity, Mus musculus)",0.453137
"FOXK1","Homo_sapiens|M01020_1.94d|Zoo_01|2590","FOXK1",100,"Direct",0.17873
"FOXK1","Mus_musculus|M01043_1.94d|Badis09|Foxk1_2323.4=v1","Foxk1",98,"Inferred - Foxk1 (98% AA Identity, Mus musculus)",0.355001
"FOXK1","Strongylocentrotus_purpuratus|M01056_1.94d|Zoo_01|3426","SPU_025010",87,"Inferred - SPU_025010 (87% AA Identity, Strongylocentrotus purpuratus)",0.498195
"FOXK2","Mus_musculus|M01043_1.94d|Badis09|Foxk1_2323.4=v1","Foxk1",90,"Inferred - Foxk1 (90% AA Identity, Mus musculus)",0.355001
"FOXK2","Homo_sapiens|M01020_1.94d|Zoo_01|2590","FOXK1",88,"Inferred - FOXK1 (88% AA Identity, Homo sapiens)",0.17873
"FOXK2","Strongylocentrotus_purpuratus|M01056_1.94d|Zoo_01|3426","SPU_025010",85,"Inferred - SPU_025010 (85% AA Identity, Strongylocentrotus purpuratus)",0.498195
"FOXL1","Mus_musculus|M01046_1.94d|Badis09|Foxl1_2809.2=v1","Foxl1",98,"Inferred - Foxl1 (98% AA Identity, Mus musculus)",0.322533
"FOXL1","Mus_musculus|M01039_1.94d|DREAM_contest|1424","Foxc2",78,"Inferred - Foxc2 (78% AA Identity, Mus musculus)",0.559776
"FOXL1","Mus_musculus|M01041_1.94d|Zoo_01|597","Foxc1",78,"Inferred - Foxc1 (78% AA Identity, Mus musculus)",0.360763
"FOXL1","Homo_sapiens|M01018_1.94d|Barrera2016|FOXC1_S82T_R1","FOXC1",77,"Inferred - FOXC1 (77% AA Identity, Homo sapiens)",0.212607
"FOXL2","Mus_musculus|M01046_1.94d|Badis09|Foxl1_2809.2=v1","Foxl1",70,"Inferred - Foxl1 (70% AA Identity, Mus musculus)",0.322533
"FOXM1","Mus_musculus|M01025_1.94d|Nakagawa2013|Foxm1","Foxm1",100,"Inferred - Foxm1 (100% AA Identity, Mus musculus)",0.576018
"FOXM1","Meleagris_gallopavo|M01024_1.94d|Zoo_01|7676","FOXM1",94,"Inferred - FOXM1 (94% AA Identity, Meleagris gallopavo)",0.52736
"FOXN1","Mus_musculus|M01026_1.94d|Nakagawa2013|Foxn1","Foxn1",98,"Inferred - Foxn1 (98% AA Identity, Mus musculus)",0.589763
"FOXN1","Mus_musculus|M01036_1.94d|Nakagawa2013|Foxn4","Foxn4",85,"Inferred - Foxn4 (85% AA Identity, Mus musculus)",0.546461
"FOXN2","Homo_sapiens|M01021_1.94d|Nakagawa2013|FOXN2","FOXN2",100,"Direct",0.430736
"FOXN2","Trichoplax_adhaerens|M01058_1.94d|Nakagawa2013|FoxN2-3_Tadh","TriadG17577",73,"Inferred - TriadG17577 (73% AA Identity, Trichoplax adhaerens)",0.462483
"FOXN2","Homo_sapiens|M01021_1.94d|Nakagawa2013|FOXN2","NEMVEDRAFT_v1g67209",72,"Inferred - NEMVEDRAFT_v1g67209 (72% AA Identity, Nematostella vectensis)",0.430736
"FOXN3","Trichoplax_adhaerens|M01058_1.94d|Nakagawa2013|FoxN2-3_Tadh","TriadG17577",74,"Inferred - TriadG17577 (74% AA Identity, Trichoplax adhaerens)",0.462483
"FOXN3","Homo_sapiens|M01021_1.94d|Nakagawa2013|FOXN2","FOXN2",74,"Inferred - FOXN2 (74% AA Identity, Homo sapiens)",0.430736
"FOXN3","Homo_sapiens|M01021_1.94d|Nakagawa2013|FOXN2","NEMVEDRAFT_v1g67209",74,"Inferred - NEMVEDRAFT_v1g67209 (74% AA Identity, Nematostella vectensis)",0.430736
"FOXN4","Mus_musculus|M01036_1.94d|Nakagawa2013|Foxn4","Foxn4",97,"Inferred - Foxn4 (97% AA Identity, Mus musculus)",0.546461
"FOXN4","Mus_musculus|M01026_1.94d|Nakagawa2013|Foxn1","Foxn1",84,"Inferred - Foxn1 (84% AA Identity, Mus musculus)",0.589763
"FOXO1","Mus_musculus|M01038_1.94d|DREAM_contest|1464","Foxo1",100,"Inferred - Foxo1 (100% AA Identity, Mus musculus)",0.555572
"FOXO1","Mus_musculus|M01042_1.94d|DREAM_contest|1981","Foxo6",88,"Inferred - Foxo6 (88% AA Identity, Mus musculus)",0.509828
"FOXO1","Mus_musculus|M01040_1.94d|DREAM_contest|1986","Foxo3",86,"Inferred - Foxo3 (86% AA Identity, Mus musculus)",0.406571
"FOXO1","Mus_musculus|M01037_1.94d|DREAM_contest|1985","Foxo4",82,"Inferred - Foxo4 (82% AA Identity, Mus musculus)",0.617262
"FOXO1","Caenorhabditis_elegans|M01059_1.94d|Zoo_01|6237","daf-16",72,"Inferred - daf-16 (72% AA Identity, Caenorhabditis elegans)",0.414461
"FOXO3","Homo_sapiens|NA|Unpublished|FOXO3","FOXO3",100,"Direct",0.62823
"FOXO3","Mus_musculus|M01040_1.94d|DREAM_contest|1986","Foxo3",100,"Inferred - Foxo3 (100% AA Identity, Mus musculus)",0.406571
"FOXO3","Mus_musculus|M01038_1.94d|DREAM_contest|1464","Foxo1",86,"Inferred - Foxo1 (86% AA Identity, Mus musculus)",0.555572
"FOXO3","Mus_musculus|M01037_1.94d|DREAM_contest|1985","Foxo4",82,"Inferred - Foxo4 (82% AA Identity, Mus musculus)",0.617262
"FOXO3","Caenorhabditis_elegans|M01059_1.94d|Zoo_01|6237","daf-16",75,"Inferred - daf-16 (75% AA Identity, Caenorhabditis elegans)",0.414461
"FOXO4","Mus_musculus|M01037_1.94d|DREAM_contest|1985","Foxo4",85,"Inferred - Foxo4 (85% AA Identity, Mus musculus)",0.617262
"FOXO4","Mus_musculus|M01038_1.94d|DREAM_contest|1464","Foxo1",81,"Inferred - Foxo1 (81% AA Identity, Mus musculus)",0.555572
"FOXO4","Mus_musculus|M01042_1.94d|DREAM_contest|1981","Foxo6",78,"Inferred - Foxo6 (78% AA Identity, Mus musculus)",0.509828
"FOXO6","Mus_musculus|M01042_1.94d|DREAM_contest|1981","Foxo6",100,"Inferred - Foxo6 (100% AA Identity, Mus musculus)",0.509828
"FOXO6","Mus_musculus|M01038_1.94d|DREAM_contest|1464","Foxo1",88,"Inferred - Foxo1 (88% AA Identity, Mus musculus)",0.555572
"FOXO6","Mus_musculus|M01040_1.94d|DREAM_contest|1986","Foxo3",86,"Inferred - Foxo3 (86% AA Identity, Mus musculus)",0.406571
"FOXO6","Mus_musculus|M01037_1.94d|DREAM_contest|1985","Foxo4",81,"Inferred - Foxo4 (81% AA Identity, Mus musculus)",0.617262
"FOXP1","Homo_sapiens|M01019_1.94d|Zoo_01|1637","FOXP1",100,"Direct",0.273891
"FOXP1","Mus_musculus|M01031_1.94d|DREAM_contest|1328","Foxp1",100,"Inferred - Foxp1 (100% AA Identity, Mus musculus)",0.478104
"FOXP1","Mus_musculus|M01030_1.94d|DREAM_contest|574","Foxp2",88,"Inferred - Foxp2 (88% AA Identity, Mus musculus)",0.301849
"FOXP2","Mus_musculus|M01030_1.94d|DREAM_contest|574","Foxp2",100,"Inferred - Foxp2 (100% AA Identity, Mus musculus)",0.301849
"FOXP2","Homo_sapiens|M01019_1.94d|Zoo_01|1637","FOXP1",88,"Inferred - FOXP1 (88% AA Identity, Homo sapiens)",0.273891
"FOXP2","Mus_musculus|M01031_1.94d|DREAM_contest|1328","Foxp1",88,"Inferred - Foxp1 (88% AA Identity, Mus musculus)",0.478104
"FOXP3","Homo_sapiens|M01019_1.94d|Zoo_01|1637","FOXP1",79,"Inferred - FOXP1 (79% AA Identity, Homo sapiens)",0.273891
"FOXP3","Mus_musculus|M01031_1.94d|DREAM_contest|1328","Foxp1",79,"Inferred - Foxp1 (79% AA Identity, Mus musculus)",0.478104
"FOXP3","Mus_musculus|M01030_1.94d|DREAM_contest|574","Foxp2",74,"Inferred - Foxp2 (74% AA Identity, Mus musculus)",0.301849
"FOXP4","Homo_sapiens|M01019_1.94d|Zoo_01|1637","FOXP1",90,"Inferred - FOXP1 (90% AA Identity, Homo sapiens)",0.273891
"FOXP4","Mus_musculus|M01031_1.94d|DREAM_contest|1328","Foxp1",90,"Inferred - Foxp1 (90% AA Identity, Mus musculus)",0.478104
"FOXP4","Mus_musculus|M01030_1.94d|DREAM_contest|574","Foxp2",85,"Inferred - Foxp2 (85% AA Identity, Mus musculus)",0.301849
"FOXS1","Mus_musculus|M01041_1.94d|Zoo_01|597","Foxc1",77,"Inferred - Foxc1 (77% AA Identity, Mus musculus)",0.360763
"FOXS1","Mus_musculus|M01039_1.94d|DREAM_contest|1424","Foxc2",77,"Inferred - Foxc2 (77% AA Identity, Mus musculus)",0.559776
"FOXS1","Homo_sapiens|M01018_1.94d|Barrera2016|FOXC1_S82T_R1","FOXC1",76,"Inferred - FOXC1 (76% AA Identity, Homo sapiens)",0.212607
"FOXS1","Mus_musculus|M01046_1.94d|Badis09|Foxl1_2809.2=v1","Foxl1",76,"Inferred - Foxl1 (76% AA Identity, Mus musculus)",0.322533
"GABPA","Mus_musculus|M00982_1.94d|Badis09|Gabpa_2829.2=v2","Gabpa",100,"Inferred - Gabpa (100% AA Identity, Mus musculus)",0.434691
"GABPA","Mus_musculus|M00983_1.94d|Wei10|Gabpa","Gabpa",100,"Inferred - Gabpa (100% AA Identity, Mus musculus)",0.293658
"GABPA","Mus_musculus|M00996_1.94d|Wei10|Ets1","Ets1",68,"Inferred - Ets1 (68% AA Identity, Mus musculus)",0.502929
"GABPA","Mus_musculus|M00984_1.94d|Wei10|Elk1","Elk1",60,"Inferred - Elk1 (60% AA Identity, Mus musculus)",0.628419
"GABPA","Mus_musculus|M00978_1.94d|Wei10|Etv1","Etv1",56,"Inferred - Etv1 (56% AA Identity, Mus musculus)",0.665253
"GABPA","Mus_musculus|M00979_1.94d|Wei10|Gm5454","Etv1",56,"Inferred - Etv1 (56% AA Identity, Mus musculus)",0.515228
"GATA1","Homo_sapiens|NA|Unpublished|GATA1","GATA1",100,"Direct",0.702455
"GATA1","Mus_musculus|M01105_1.94d|Badis09|Gata3_1024.3=v1","Gata3",90,"Inferred - Gata3 (90% AA Identity, Mus musculus)",0.754871
"GATA1","Mus_musculus|M01107_1.94d|DREAM_contest|572","Gata4",85,"Inferred - Gata4 (85% AA Identity, Mus musculus)",0.612484
"GATA1","Mus_musculus|M01106_1.94d|Badis09|Gata5_3768.1=v1","Gata5",80,"Inferred - Gata5 (80% AA Identity, Mus musculus)",0.454337
"GATA2","Mus_musculus|M01105_1.94d|Badis09|Gata3_1024.3=v1","Gata3",97,"Inferred - Gata3 (97% AA Identity, Mus musculus)",0.754871
"GATA2","Homo_sapiens|NA|Unpublished|GATA1","GATA1",91,"Inferred - GATA1 (91% AA Identity, Homo sapiens)",0.702455
"GATA2","Mus_musculus|M01106_1.94d|Badis09|Gata5_3768.1=v1","Gata5",82,"Inferred - Gata5 (82% AA Identity, Mus musculus)",0.454337
"GATA2","Mus_musculus|M01107_1.94d|DREAM_contest|572","Gata4",81,"Inferred - Gata4 (81% AA Identity, Mus musculus)",0.612484
"GATA3","Mus_musculus|M01105_1.94d|Badis09|Gata3_1024.3=v1","Gata3",100,"Inferred - Gata3 (100% AA Identity, Mus musculus)",0.754871
"GATA3","Homo_sapiens|NA|Unpublished|GATA1","GATA1",90,"Inferred - GATA1 (90% AA Identity, Homo sapiens)",0.702455
"GATA3","Mus_musculus|M01107_1.94d|DREAM_contest|572","Gata4",88,"Inferred - Gata4 (88% AA Identity, Mus musculus)",0.612484
"GATA3","Mus_musculus|M01106_1.94d|Badis09|Gata5_3768.1=v1","Gata5",82,"Inferred - Gata5 (82% AA Identity, Mus musculus)",0.454337
"GATA4","Mus_musculus|M01107_1.94d|DREAM_contest|572","Gata4",100,"Inferred - Gata4 (100% AA Identity, Mus musculus)",0.612484
"GATA4","Mus_musculus|M01106_1.94d|Badis09|Gata5_3768.1=v1","Gata5",91,"Inferred - Gata5 (91% AA Identity, Mus musculus)",0.454337
"GATA4","Mus_musculus|M01104_1.94d|Badis09|Gata6_3769.1=v2","Gata6",90,"Inferred - Gata6 (90% AA Identity, Mus musculus)",0.775501
"GATA4","Homo_sapiens|NA|Unpublished|GATA1","GATA1",85,"Inferred - GATA1 (85% AA Identity, Homo sapiens)",0.702455
"GATA5","Mus_musculus|M01106_1.94d|Badis09|Gata5_3768.1=v1","Gata5",95,"Inferred - Gata5 (95% AA Identity, Mus musculus)",0.454337
"GATA5","Mus_musculus|M01107_1.94d|DREAM_contest|572","Gata4",91,"Inferred - Gata4 (91% AA Identity, Mus musculus)",0.612484
"GATA5","Mus_musculus|M01104_1.94d|Badis09|Gata6_3769.1=v2","Gata6",87,"Inferred - Gata6 (87% AA Identity, Mus musculus)",0.775501
"GATA5","Homo_sapiens|NA|Unpublished|GATA1","GATA1",81,"Inferred - GATA1 (81% AA Identity, Homo sapiens)",0.702455
"GATA6","Mus_musculus|M01104_1.94d|Badis09|Gata6_3769.1=v2","Gata6",100,"Inferred - Gata6 (100% AA Identity, Mus musculus)",0.775501
"GATA6","Mus_musculus|M01107_1.94d|DREAM_contest|572","Gata4",90,"Inferred - Gata4 (90% AA Identity, Mus musculus)",0.612484
"GATA6","Mus_musculus|M01106_1.94d|Badis09|Gata5_3768.1=v1","Gata5",87,"Inferred - Gata5 (87% AA Identity, Mus musculus)",0.454337
"GATA6","Homo_sapiens|NA|Unpublished|GATA1","GATA1",78,"Inferred - GATA1 (78% AA Identity, Homo sapiens)",0.702455
"GBX1","Mus_musculus|M01391_1.94d|Berger08|Gbx2_3110.1","Gbx2",100,"Inferred - Gbx2 (100% AA Identity, Mus musculus)",0.518378
"GBX1","Mus_musculus|M01457_1.94d|Berger08|Gbx1_2883.2","Gbx1",100,"Inferred - Gbx1 (100% AA Identity, Mus musculus)",0.759064
"GBX1","Mus_musculus|M01313_1.94d|Berger08|Hlxb9_3422.1","Mnx1",66,"Inferred - Mnx1 (66% AA Identity, Mus musculus)",0.661147
"GBX2","Mus_musculus|M01457_1.94d|Berger08|Gbx1_2883.2","Gbx1",100,"Inferred - Gbx1 (100% AA Identity, Mus musculus)",0.759064
"GBX2","Mus_musculus|M01391_1.94d|Berger08|Gbx2_3110.1","Gbx2",100,"Inferred - Gbx2 (100% AA Identity, Mus musculus)",0.518378
"GBX2","Mus_musculus|M01313_1.94d|Berger08|Hlxb9_3422.1","Mnx1",66,"Inferred - Mnx1 (66% AA Identity, Mus musculus)",0.661147
"GCM1","Homo_sapiens|M01133_1.94d|Zoo_01|5014","GCM1",100,"Direct",0.596482
"GCM1","Mus_musculus|M01135_1.94d|Badis09|Gcm1_3732.1=v1","Gcm1",93,"Inferred - Gcm1 (93% AA Identity, Mus musculus)",0.619949
"GCM1","Rattus_norvegicus|M01136_1.94d|Zoo_01|6874","Gcm1",92,"Inferred - Gcm1 (92% AA Identity, Rattus norvegicus)",0.673256
"GCM1","Dasypus_novemcinctus|M01141_1.94d|Zoo_01|6778","XP_004449939.1",91,"Inferred - XP_004449939.1 (91% AA Identity, Dasypus novemcinctus)",0.650287
"GCM1","Taeniopygia_guttata|M01137_1.94d|Zoo_01|6736","GCM2",74,"Inferred - GCM2 (74% AA Identity, Taeniopygia guttata)",0.353016
"GCM2","Taeniopygia_guttata|M01137_1.94d|Zoo_01|6736","GCM2",86,"Inferred - GCM2 (86% AA Identity, Taeniopygia guttata)",0.353016
"GCM2","Takifugu_rubripes|M01139_1.94d|Zoo_01|6742","gcm2",83,"Inferred - gcm2 (83% AA Identity, Takifugu rubripes)",0.317677
"GCM2","Tetraodon_nigroviridis|M01138_1.94d|Zoo_01|6837","gcm2",82,"Inferred - gcm2 (82% AA Identity, Tetraodon nigroviridis)",0.377497
"GCM2","Dasypus_novemcinctus|M01141_1.94d|Zoo_01|6778","XP_004449939.1",70,"Inferred - XP_004449939.1 (70% AA Identity, Dasypus novemcinctus)",0.650287
"GCM2","Homo_sapiens|M01133_1.94d|Zoo_01|5014","GCM1",69,"Inferred - GCM1 (69% AA Identity, Homo sapiens)",0.596482
"GFI1","Homo_sapiens|M00566_1.94d|Barrera2016|GFI1_L400F_R1","GFI1",100,"Direct",0.649149
"GFI1","Homo_sapiens|M00568_1.94d|Barrera2016|GFI1_REF_R1","GFI1",100,"Direct",0.665939
"GFI1","Homo_sapiens|M00570_1.94d|Barrera2016|GFI1B_REF_R2","GFI1B",87,"Inferred - GFI1B (87% AA Identity, Homo sapiens)",0.647355
"GFI1B","Homo_sapiens|M00569_1.94d|Barrera2016|GFI1B_A204T_R2","GFI1B",100,"Direct",0.631449
"GFI1B","Homo_sapiens|M00570_1.94d|Barrera2016|GFI1B_REF_R2","GFI1B",100,"Direct",0.647355
"GFI1B","Homo_sapiens|M00568_1.94d|Barrera2016|GFI1_REF_R1","GFI1",87,"Inferred - GFI1 (87% AA Identity, Homo sapiens)",0.665939
"GFI1B","Homo_sapiens|M00566_1.94d|Barrera2016|GFI1_L400F_R1","GFI1",87,"Inferred - GFI1 (87% AA Identity, Homo sapiens)",0.649149
"GLI1","Mus_musculus|M00597_1.94d|Peterson2012|Gli1_v016060","Gli1",99,"Inferred - Gli1 (99% AA Identity, Mus musculus)",0.609954
"GLI1","Mus_musculus|M00588_1.94d|Peterson2012|Gli3_v016060","Gli3",84,"Inferred - Gli3 (84% AA Identity, Mus musculus)",0.621134
"GLI1","Mus_musculus|M00628_1.94d|Peterson2012|Gli2_v015681","Gli2",83,"Inferred - Gli2 (83% AA Identity, Mus musculus)",0.62421
"GLI2","Mus_musculus|M00628_1.94d|Peterson2012|Gli2_v015681","Gli2",99,"Inferred - Gli2 (99% AA Identity, Mus musculus)",0.62421
"GLI2","Mus_musculus|M00588_1.94d|Peterson2012|Gli3_v016060","Gli3",92,"Inferred - Gli3 (92% AA Identity, Mus musculus)",0.621134
"GLI2","Mus_musculus|M00597_1.94d|Peterson2012|Gli1_v016060","Gli1",82,"Inferred - Gli1 (82% AA Identity, Mus musculus)",0.609954
"GLI3","Mus_musculus|M00588_1.94d|Peterson2012|Gli3_v016060","Gli3",98,"Inferred - Gli3 (98% AA Identity, Mus musculus)",0.621134
"GLI3","Mus_musculus|M00628_1.94d|Peterson2012|Gli2_v015681","Gli2",91,"Inferred - Gli2 (91% AA Identity, Mus musculus)",0.62421
"GLI3","Mus_musculus|M00597_1.94d|Peterson2012|Gli1_v016060","Gli1",84,"Inferred - Gli1 (84% AA Identity, Mus musculus)",0.609954
"GLIS3","Drosophila_melanogaster|M00643_1.94d|BusserPNAS2012|Lmd","lmd",78,"Inferred - lmd (78% AA Identity, Drosophila melanogaster)",0.555747
"GMEB1","Pteropus_vampyrus|M02124_1.94d|Zoo_01|6796","GMEB1",100,"Inferred - GMEB1 (100% AA Identity, Pteropus vampyrus)",0.399409
"GMEB1","Homo_sapiens|M02116_1.94d|Zoo_01|6922","GMEB1",100,"Direct",0.772549
"GMEB1","Mus_musculus|M02121_1.94d|Badis09|Gmeb1_1745.2=v2","Gmeb",96,"Inferred - Gmeb (96% AA Identity, Mus_musculus)",0.605973
"GMEB2","Mus_musculus|M02122_1.94d|DREAM_contest|1449","Gmeb2",100,"Inferred - Gmeb2 (100% AA Identity, Mus musculus)",0.837551
"GSC","Mus_musculus|M01337_1.94d|Berger08|Gsc_2327.3","Gsc",100,"Inferred - Gsc (100% AA Identity, Mus musculus)",0.757141
"GSC","Drosophila_melanogaster|M01497_1.94d|Zoo_01|2004","Gsc",75,"Inferred - Gsc (75% AA Identity, Drosophila melanogaster)",0.358665
"GSC2","Mus_musculus|M01337_1.94d|Berger08|Gsc_2327.3","Gsc",71,"Inferred - Gsc (71% AA Identity, Mus musculus)",0.757141
"GSC2","Drosophila_melanogaster|M01497_1.94d|Zoo_01|2004","Gsc",70,"Inferred - Gsc (70% AA Identity, Drosophila melanogaster)",0.358665
"GSX1","Mus_musculus|M01398_1.94d|Berger08|Gsh2_3990.2","Gsx2",98,"Inferred - Gsx2 (98% AA Identity, Mus musculus)",0.32345
"GSX1","Drosophila_melanogaster|M01492_1.94d|Zoo_01|760","zen2",70,"Inferred - zen2 (70% AA Identity, Drosophila melanogaster)",0.54536
"GSX1","Mus_musculus|M01307_1.94d|Berger08|Hoxa4_3426.1","Hoxa4",70,"Inferred - Hoxa4 (70% AA Identity, Mus musculus)",0.536176
"GSX1","Mus_musculus|M01329_1.94d|Berger08|Hoxa2_3079.1","Hoxa2",66,"Inferred - Hoxa2 (66% AA Identity, Mus musculus)",0.571979
"GSX1","Homo_sapiens|M01295_1.94d|Barrera2016|HOXC4_N178S_R1","HOXC4",66,"Inferred - HOXC4 (66% AA Identity, Homo sapiens)",0.716761
"GSX2","Mus_musculus|M01398_1.94d|Berger08|Gsh2_3990.2","Gsx2",100,"Inferred - Gsx2 (100% AA Identity, Mus musculus)",0.32345
"GSX2","Drosophila_melanogaster|M01492_1.94d|Zoo_01|760","zen2",70,"Inferred - zen2 (70% AA Identity, Drosophila melanogaster)",0.54536
"GSX2","Mus_musculus|M01307_1.94d|Berger08|Hoxa4_3426.1","Hoxa4",70,"Inferred - Hoxa4 (70% AA Identity, Mus musculus)",0.536176
"GSX2","Mus_musculus|M01329_1.94d|Berger08|Hoxa2_3079.1","Hoxa2",66,"Inferred - Hoxa2 (66% AA Identity, Mus musculus)",0.571979
"GSX2","Homo_sapiens|M01295_1.94d|Barrera2016|HOXC4_N178S_R1","HOXC4",66,"Inferred - HOXC4 (66% AA Identity, Homo sapiens)",0.716761
"HAND2","Mus_musculus|M00224_1.94d|Zoo_01|127","Twist2",51,"Inferred - Twist2 (51% AA Identity, Mus musculus)",0.422945
"HBP1","Mus_musculus|M02157_1.94d|Badis09|Hbp1_2241.3=v1","Hbp1",100,"Inferred - Hbp1 (100% AA Identity, Mus musculus)",0.517382
"HELT","Mus_musculus|M00230_1.94d|Zoo_01|1596","Hey2",50,"Inferred - Hey2 (50% AA Identity, Mus musculus)",0.381164
"HES1","Mus_musculus|M00238_1.94d|Zoo_01|1368","Hes1",100,"Inferred - Hes1 (100% AA Identity, Mus musculus)",0.452279
"HES1","Mus_musculus|M00230_1.94d|Zoo_01|1596","Hey2",50,"Inferred - Hey2 (50% AA Identity, Mus musculus)",0.381164
"HES2","Mus_musculus|M00238_1.94d|Zoo_01|1368","Hes1",66,"Inferred - Hes1 (66% AA Identity, Mus musculus)",0.452279
"HES3","Mus_musculus|M00238_1.94d|Zoo_01|1368","Hes1",50,"Inferred - Hes1 (50% AA Identity, Mus musculus)",0.452279
"HES4","Mus_musculus|M00238_1.94d|Zoo_01|1368","Hes1",87,"Inferred - Hes1 (87% AA Identity, Mus musculus)",0.452279
"HES5","Mus_musculus|M00262_1.94d|Zoo_01|1345","Hes5",100,"Inferred - Hes5 (100% AA Identity, Mus musculus)",0.607808
"HES5","Mus_musculus|M00239_1.94d|Zoo_01|275","Hes7",51,"Inferred - Hes7 (51% AA Identity, Mus musculus)",0.698331
"HES7","Mus_musculus|M00239_1.94d|Zoo_01|275","Hes7",100,"Inferred - Hes7 (100% AA Identity, Mus musculus)",0.698331
"HES7","Mus_musculus|M00262_1.94d|Zoo_01|1345","Hes5",51,"Inferred - Hes5 (51% AA Identity, Mus musculus)",0.607808
"HESX1","Homo_sapiens|M01269_1.94d|Barrera2016|HESX1_E149K_R1","HESX1",100,"Direct",0.553458
"HESX1","Homo_sapiens|M01270_1.94d|Barrera2016|HESX1_N125S_R1","HESX1",100,"Direct",0.614682
"HESX1","Homo_sapiens|M01272_1.94d|Barrera2016|HESX1_REF_R1","HESX1",100,"Direct",0.637626
"HESX1","Acipenser_baerii|M01606_1.94d|Zoo_01|2603","P79681_ACIBE",82,"Inferred - P79681_ACIBE (82% AA Identity, Acipenser baerii)",0.506089
"HEY1","Mus_musculus|M00230_1.94d|Zoo_01|1596","Hey2",88,"Inferred - Hey2 (88% AA Identity, Mus musculus)",0.381164
"HEY2","Mus_musculus|M00230_1.94d|Zoo_01|1596","Hey2",100,"Inferred - Hey2 (100% AA Identity, Mus musculus)",0.381164
"HEY2","Mus_musculus|M00238_1.94d|Zoo_01|1368","Hes1",50,"Inferred - Hes1 (50% AA Identity, Mus musculus)",0.452279
"HEYL","Mus_musculus|M00230_1.94d|Zoo_01|1596","Hey2",91,"Inferred - Hey2 (91% AA Identity, Mus musculus)",0.381164
"HHEX","Caenorhabditis_elegans|M01568_1.94d|Zoo_01|2815","pha-2",77,"Inferred - pha-2 (77% AA Identity, Caenorhabditis elegans)",0.669068
"HIC2","Mus_musculus|M00620_1.94d|Badis09|Hic1_2816.2=v1","Hic1",85,"Inferred - Hic1 (85% AA Identity, Mus musculus)",0.444074
"HLF","Mus_musculus|M00386_1.94d|Zoo_01|1189","Tef",78,"Inferred - Tef (78% AA Identity, Mus musculus)",0.338717
"HLF","Mus_musculus|M00418_1.94d|DREAM_contest|1409","Dbp",65,"Inferred - Dbp (65% AA Identity, Mus musculus)",0.422671
"HLX","Mus_musculus|M01414_1.94d|Berger08|Hlx1_2350.1","Hlx",100,"Inferred - Hlx (100% AA Identity, Mus musculus)",0.506734
